门店名称,评论内容,评论日期
Seesaw Coffee(北京双井富力广场店),"[薄荷]环境：
设计风格，清新自然，整体环境可以。但是，面积不大。

[服务铃]服务：
两个员工，服务还可以，正常没什么特别的

澳白咖啡☕，热饮，性价比真是太低了。不推荐。",2022-02-01
Seesaw Coffee(上海兴业太古汇店),"看到seesaw出了和观夏的联名款，于是兴冲冲去点了一杯白柚红美式。

原价38元，用了招商银行的团购便宜5元，思索着买了一杯特调美式花了33元，着实有点贵，33元中可能有23元的溢价都给了观夏（我心中的标准）。

拿到咖啡，发现标准杯小得可怜，问了咖啡师才知道标准杯是250ml，令人伤心…喝了一口更伤心，毫无咖啡味，就是一杯葡萄汁+橙汁，问了店员说是用的埃塞SOE，我说毫无咖啡味，咖啡师小姐姐表示沉默[流泪][大哭][惊恐][流汗]

最后，杯套好看。",2022-02-01
Seesaw Coffee(深圳海岸城店),作为一个重度咖啡爱好者，新开的咖啡店绝对不能错过，但是这家让我非常失望，完全不好喝，甚至没有留下任何印象，感觉只有噱头，唯一可以夸的是环境吧，试过一次不会再来，就连糖葫芦也不好吃，不知道是怎么做到的[囧],2022-02-01
Seesaw Coffee(成都摩方店),点了一杯云南岩茶手冲和椰子燕麦拿铁。说实话，味道完全对不起这价格。看着店员妹妹冲的，豆子的确很新鲜，但是豆子的品质感觉着实不大行，基本没啥风味。朋友喝的椰子燕麦拿铁，说还不如星巴克[捂脸]。环境还不错，不过应该不会再来了，毕竟我只是单纯想喝咖啡,2022-02-01
Seesaw Coffee(北京远洋未来广场店),不推荐 。。。流水线产品 ，量太小 ，价格太高 口感不如星巴克或者costa 。感觉中杯的量只有costa一半左右 。虽然新店开业 。任意消费有杯子或者布袋 。得打卡或者发朋友圈或者微博.但是 任意消费也不便宜哦 ！没啥竞争力,2022-02-01
Seesaw Coffee(上海K11购物艺术中心B1店),"#白柚红果丝绒拿铁#冲着糖葫芦去的 可惜难逃卖家秀魔咒
糖葫芦竟然是冷冻的🥶眼看着服务员从冰柜拿出摆上
那种硬度 就好像能把假牙直接给薅下来[笑哭]
牙不好的亲慎入啊",2022-01-31
Seesaw Coffee(北京远洋未来广场店),"💜💜💜💜💜💜💜💜💜

附近搜索🔍的一家咖啡☕️，远洋未来广场南侧底商，进入店内，有两处座椅，靠墙这一侧通坐的铁板座椅，冬日里不考虑加个垫子吗？一屁股坐上之后立刻弹跳起的冰🧊对于女生太不友好了…

咖啡一般般，性价比低，当时去的时候店内甜品也不齐全，几乎没有什么选择。咖啡师巨多，一起在培训还是怎样，反正乱哄哄的一片。

🏠
Seesaw Coffee(北京远洋未来广场店)
北四环东路73号远洋未来广场南门西100米",2022-01-31
Seesaw Coffee(上海七宝万科店),我不知道他们的打奶温度是多少。我已经被烫了两次。来了两次。而且我跟他们说是堂食了。还温度打那么高。你外带打那么好高我觉得还可以理解。而且我也没有备注高温。打那么高。是没有用手摸摸奶缸的温度吗。我不相信这个55-60的温度。麻烦如果没有概念的话。平时拿个温度计测测自己打的温度好吗,2022-01-31
Seesaw Coffee(北京东方广场店),牛年最后一杯咖啡 去了Seesaw 主要原因是家里手冲的豆子没有了 年前忘记买 Seesaw是离我最近的开在商场里的咖啡馆了…好歹还开门。顺带手买了澳白…啧啧 这个出品真的不太行 焦苦且没有香气[囧][囧][囧]…不过送了虎年小贴纸倒是很可爱 算是扳回一城～PS.祝点评的友邻们春节快乐哈,2022-01-31
Seesaw Coffee(上生新所店),"月初假期和朋友去的，大概好久没进这家店，有被惊到，生意好自然是好事，但是“防空洞”一半都堆成了仓库，不免有点变“丑”了。
朋友看上人家糖葫芦，我就点了「白柚红果丝绒拿铁」，新品挺好喝，糖葫芦有点咬不动。
soe的美式咖啡，问是什么，告知是埃塞，喝起来也是略平淡，可能记忆里的更好喝[笑哭]

有点失望这家店的变化。",2022-01-30
Seesaw Coffee(上海七宝万科店),要在七宝附近办事，吃完午饭外面有点下雨，没有带伞就到这家咖啡店来坐一下。生意挺不错的，挺拥挤的，等单的时间也比较长。各平台上都有很多活动。点了两个新品，口味上来讲一般般，没有特别能够吸引人的地方，红茶的味道比较重，反而盖过了咖啡。如果是原价购买的话，我会觉得挺不值的，味道一般，量也挺少。,2022-01-30
Seesaw Coffee(北京双井富力广场店),"好好咖啡不好好做第一名
「白柚红果丝绒拿铁」以为是拿铁谁知道上面是奶盖？？？不知道以为我在喝奶茶 厚厚一层 深喝几大口才尝到咖啡味儿 此时半杯已没…
这就算了 上面的红果 是被冻成大冰坨子 咬都咬不动 使劲咬牙能崩了的程度…难以理解是只为拍照用吗？
普通拿铁就是一股没喝出来什么味道的味道，不想评价了
第一次也是最后一次",2022-01-30
Seesaw Coffee(北京远洋未来广场店),看到点评推荐里有想来尝尝dirty，去了店里根本就没有 既然没有就不要上推荐榜行不,2022-01-30
Seesaw Coffee(上海LCM店),"原来Drops的位置换连锁了
还有，嗯 首图就是就是来秀美甲的
另外点评明明有团购，店员也没提醒，就很气！",2022-01-30
Seesaw Coffee(上海博华广场店),服务员是傻白甜吗？问一个早餐价格问了五分钟都回答不出,2022-01-29
Seesaw Coffee(北京双井富力广场店),新店开业，最近saeesaw 开了不少新店，中午顺路来到富力广场的这家店，收银小姐姐是个新人，好多事情都不清楚，而站在中间的店员一脸冷漠，爱搭不理的，现在还有送杯子的活动，但不会主动介绍，这家店毫无服务可言，不会再来关顾,2022-01-29
Seesaw Coffee(杭州奥体印象城店),网红店，环境很好，但是服务质量真的无语，可能是过年的原因，都是新人吧。首先点单最终需要3个店员完成，像是完全没有经培训一样，第二咖啡粉在装时候有点撒出来，店员直接上手去压实咖啡粉，客人都在旁边站着呢，真的现在很少见到这样操作的，第三明明大众点评扫码即可，非让用微信扫一扫，说是积分实则为了添加会员，多次表明不用之后才不勉强了。点了一杯网红款，味道齁甜，不会再来第二次了。,2022-01-28
Seesaw Coffee(晶耀前滩店),简单陈述一下事实吧：在这附近生活，家里有两个人喝咖啡，基本上每天要消费2杯。这家seesaw，我们很多次点外卖、堂食，消费了至少也有上百杯了，觉得从口味上来讲是附近比较过关的店。但是今天遇上一件事儿，首先，工作日中午去，点单处无人驻守，目之所及没有一名服务员，要客人叫了才出来；其次，我点了一杯咖啡，另外带了自己的手冲豆希望店里能帮忙磨一下，之所以这样做是因为家里没有磨豆机，并且之前有在咖啡店借用磨豆机的先例。服务员支支吾吾，试图推辞，之后又进房间不知道问了什么人，出来后还是支支吾吾，意思是咖啡店的机器只能磨他们售卖的豆子。当然，客人与咖啡店当然可以只是纯粹买卖的商业关系，拒绝额外的要求是本分，但是也让我对这家店好感全无。有的咖啡店是提供磨豆服务的，有的咖啡店不提供，这无可厚非，不过客人也有用脚投票的权利，所以，拜拜👋今后不会再去。,2022-01-28
Seesaw Coffee(北京枫蓝国际购物中心店),"先说口味 感觉喝了个寂寞 从没有的滋味 甜里的酸 酸里劣质奶油的油腻感 让人不太接受 
服务 不能说人家不好 就是有点慢吧 整个过程服务小姐姐都在给另外一个服务小哥哥讲故事 
环境 还可以 我家小姐姐说可以给4分
就这些吧",2022-01-28
Seesaw Coffee(上海前滩企业天地3期店),在小程序点了两次 体验一般 外卖过来还少东西 我也就一杯咖啡一个曲奇也能少的 没带脑子基本 也不检查 真无语 员工有望好好培训 一点都不细心,2022-01-28
Seesaw Coffee(88铜仁路店),我想吃早饭，就来到了路过的这家店，可是怎么等也不叫我。虽然没有其他客人，但是店员好像一直在处理配送。加热牛角面包，只做拿铁就要13分钟吗？我问服务员还不会吗，其实已经做好了，只是被抛弃了。牛角面包，凉了切着。早饭吃得很糟。,2022-01-28
Seesaw Coffee(北京双井富力广场店),业务及其不熟练！！操作这叫一个慢！！虽说是新开的店，但是人员培训也得到位不是吗？？核销大众点评购买的卷的时候，一位女店员，直接指着我说，她的卷吧啦吧啦吧啦……我就想问问，服务行业，先不说做东西快慢 味道如何，用手指着顾客说话，这种行为是该存在的吗？？,2022-01-27
Seesaw Coffee(杭州奥体印象城店),"应该是第一次给这么低的评价吧！真是一次很糟糕的体验。和朋友一人点了一杯，我的路易热柠茶，好难喝，非常烫，又齁甜齁甜的，咪了一小口就没有勇气再喝了，后图二就是我剩下的，等于没动过。
朋友点的热美式，咖啡师的操作也是惊到我了，本以为他家咖啡都是咖啡豆现磨的，毕竟有两台磨豆机摆在台面上，但是那天那个小哥直接拿图三圈出来这罐咖啡粉用勺子舀到咖啡手柄里，再装到咖啡机上做咖啡，这波操作真是惊到我了[流汗][流汗][流汗]当然！我朋友说口感也不好。",2022-01-27
Seesaw Coffee(上海丰尚国际店),就一般般……喝过很多款，没有一款味道能记住的，所以……很普通。,2022-01-27
Seesaw Coffee(北京远洋未来广场店),"抖音上搜到的一家咖啡店，看着不错就改道来了，结果有点失望，店铺不大，极简风，没有什么拍照的位置。
        抖音图片有误导，明明下午茶双人餐俩个蛋糕，结果就一个，而且店里在培训，呶呶唧唧，问了问题没人回复，很生气。
        咖啡还不错吧，糖葫芦很新鲜，蛋糕不错。",2022-01-27
Seesaw Coffee(浦东美术馆店),"宣传画上这三颗糖葫芦是何等诱人！
而买家秀则是天壤之别
一个塑料袋上写着全聚德，打开来之后三颗糖葫芦被包在糯米纸下面，这个视觉混乱的体验就离谱。
好在海盐奶盖帮忙挽回了几分印象分。反正这个美好的名字和这个实际的产品之间，就没啥关系。",2022-01-27
Seesaw Coffee(上海天盛广场店),味道一般，环境不佳，在商业楼里，服务人员态度挺好的。,2022-01-27
Seesaw Coffee(北京双井富力广场店),"一直都说它家豆子好 所以我很期待的来了 服务嘛我觉得还可以 男生服务态度很好 女生很高冷 
再来说这个特调吧 因为我是带走的 这个糖葫芦我咬一口差点儿没把我牙齿🦷蹦下来 真嘎嘣儿硬啊 
我勉强吃了一个 剩下扔了 
咖啡吧 多好我没喝出来 因为糖浆➕芝士盖住了所有口味 即使少糖也很甜 真的甜 但不难喝 因为甜 但是喝一口腻住我了 所以我不会回购了 
下次尝尝别的吧 还是单一的好 
如果有下回的话 对 性价比真的一般一般",2022-01-26
Seesaw Coffee(北京西红门荟聚店),"有优惠活动，扫码得五元优惠券。
新店现在有开业送周边活动，是图上的随行杯。当然不是免费就能得的，需要五星好评才可。
自带杯一样可以减五块。

相对来说性价比差一些。
1. 店内没有舒服的座椅，不方便看书或者长时间久坐。座位之间离得比较近，谈话也不太正式。
2. 价格相比楼下的竞品没啥竞争力，就有点贵。基本上和某克差不多。
3. 店员会聚在一起聊天（。）emmmm虽然时间不长，但是观感不是特别特别好。

毕竟是上海的牌子，本来期待了很多精致感，但是来了以后除了「a cup of good idea」这个slogan让我很喜欢之外，整个体验很像速食快餐店。无论是坐下慢慢喝还是grabNgo都想不到核心优势，比较残念，大概率不会再来啦。",2022-01-26
Seesaw Coffee(北京东方广场店),"先说好的，连锁店嘛，咖啡口味还行，店的环境也不错，挺明亮的。
点了个糖葫芦拿铁，卖家秀图1，买家秀图2。店员说糖葫芦没拆封，原因是还冻着呢，这其实也无所谓，等会儿再吃吧。可是满心期待打开杯子想看看拉花，发现并没有。拉花虽然不会让咖啡变得更美味，但也是咖啡师一项可以展示的技能，就这么抛弃了吗…",2022-01-26
